Strata,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Warm All,0.010305,0.005016,1.010357926,1.000472794,1.020341,0.141235,0.057996,1.014223732,1.002760037,1.025818,0.000485,0.000591,1.006228305,0.991418358,1.021259,0.001988,0.000701,1.013005514,1.00400266,1.022089
Warm Female,0.006821,0.006260,1.00684385,0.994565056,1.019274,0.119486,0.072407,1.012020221,0.997759355,1.026485,-0.000167,0.000740,0.997867999,0.979509517,1.016571,0.001386,0.000874,1.009051569,0.997878093,1.020350
Warm Male,0.015550,0.007654,1.015671247,1.000547598,1.031023,0.173934,0.088480,1.017545538,1.000051219,1.035346,0.001455,0.000897,1.018803459,0.996142955,1.041979,0.002901,0.001071,1.019037009,1.005229747,1.033034
Cold All,0.003318,0.005755,1.003323371,0.992069877,1.014705,0.003725,0.040989,1.000372569,0.99236789,1.008442,0.001466,0.000711,1.018944908,1.000940682,1.037273,0.000457,0.000634,1.002972504,0.994904026,1.011106
Cold Female,0.008013,0.007233,1.0080456,0.993855021,1.022439,0.027234,0.051217,1.002727095,0.992711448,1.012844,0.000500,0.000898,1.006419062,0.984006257,1.029342,0.001302,0.000794,1.00849884,0.998346366,1.018755
Cold Male,-0.003654,0.008398,0.996353152,0.980087552,1.012889,-0.032282,0.060350,0.996777012,0.985055909,1.008638,0.002874,0.001029,1.03746889,1.011019678,1.064610,-0.000810,0.000929,0.994747025,0.983037497,1.006596
Age 0-10 All,-0.003778,0.027755,0.996229574,0.943482099,1.051926,-0.000083,0.251702,0.999991695,0.951855656,1.050562,0.000511,0.003232,1.006565398,0.928160467,1.091593,-0.001670,0.003493,0.98920117,0.946145175,1.034217
Age 0-10 Female,-0.045178,0.037679,0.955827243,0.887782761,1.029087,-0.259872,0.345440,0.974347522,0.910561807,1.042601,-0.004948,0.004391,0.938635238,0.840720714,1.047953,-0.009400,0.004781,0.94073162,0.885136673,0.999818
Age 0-10 Male,0.031890,0.036147,1.032404348,0.961790751,1.108202,0.206669,0.325093,1.020881919,0.957862148,1.088048,0.005276,0.004210,1.0698685,0.962642622,1.189038,0.005003,0.004529,1.033052621,0.975129297,1.094417
Age 11-60 All,0.003844,0.006190,1.003851172,0.991744803,1.016105,0.020414,0.055144,1.002043447,0.991271422,1.012933,0.000565,0.000738,1.007260252,0.988789727,1.026076,0.001314,0.000772,1.00857778,0.998706182,1.018547
Age 11-60 Female,0.003635,0.007868,1.003642022,0.988282383,1.019240,0.020625,0.069807,1.002064617,0.988447602,1.015869,0.000605,0.000941,1.007769523,0.98425256,1.031848,0.001494,0.000979,1.009755544,0.997233968,1.022434
Age 11-60 Male,0.004163,0.009729,1.004171467,0.98520444,1.023504,0.019855,0.087242,1.00198748,0.984999739,1.019268,0.000504,0.001152,1.00647634,0.977794671,1.035999,0.001016,0.001218,1.006624729,0.991126415,1.022365
Age 60+All,0.013354,0.009133,1.01344366,0.995462895,1.031749,0.123302,0.080814,1.012406506,0.996496865,1.028570,0.001387,0.001100,1.017909057,0.990207659,1.046385,0.001009,0.001137,1.006581258,0.992107133,1.021267
Age 60+ Female,0.017177,0.012009,1.017324895,0.993659313,1.041554,0.174898,0.106141,1.017643643,0.996691648,1.039036,-0.000975,0.001452,0.987599943,0.952263309,1.024248,0.001790,0.001493,1.011704199,0.992637973,1.031137
Age 60+ Male,0.008123,0.013572,1.008155645,0.981691067,1.035334,0.052860,0.120288,1.005299991,0.98187571,1.029283,0.004492,0.001624,1.059179678,1.016900611,1.103217,-0.000037,0.001691,0.999756774,0.978447111,1.021531
All: LAG 7,0.011739,0.005303,1.01180774,1.001344738,1.022380,0.087386,0.047447,1.008776874,0.999439075,1.018202,0.000463,0.000637,1.005945522,0.989997823,1.022150,0.002021,0.000660,1.013222091,1.004734687,1.021781
Female,0.010795,0.006636,1.010853923,0.997791346,1.024088,0.088219,0.059267,1.008860893,0.997209355,1.020649,0.000364,0.000799,1.004667639,0.984728263,1.025011,0.001753,0.000827,1.011461444,1.000866448,1.022169
Male,0.013153,0.007923,1.013240003,0.99762686,1.029097,0.086119,0.071041,1.008649046,0.994701972,1.022792,0.000609,0.000947,1.007820593,0.98415226,1.032058,0.002425,0.000987,1.015888832,1.00320025,1.028738
Warm All,0.019674,0.005001,1.019868951,1.009920261,1.029916,0.185985,0.058183,1.018772522,1.007220479,1.030457,0.001310,0.000589,1.016912089,1.001987178,1.032059,0.003041,0.000697,1.019963834,1.01094627,1.029062
Warm Female,0.015743,0.006253,1.015867195,1.003493578,1.028393,0.163298,0.072574,1.016463887,1.002107572,1.031026,0.000877,0.000739,1.011285532,0.992716783,1.030202,0.002645,0.000870,1.01734338,1.00612691,1.028685
Warm Male,0.025619,0.007637,1.025949947,1.010708302,1.041421,0.220701,0.089064,1.022315448,1.004624168,1.040318,0.001957,0.000895,1.02536315,1.002608428,1.048634,0.003650,0.001067,1.024006172,1.010179737,1.038022
Cold All,0.003970,0.005685,1.003977584,0.992852285,1.015228,0.037672,0.040935,1.003774316,0.995753046,1.011860,-0.000721,0.000710,0.990811505,0.973310851,1.008627,0.001191,0.000628,1.007772704,0.999745203,1.015865
Cold Female,0.006407,0.007133,1.00642714,0.992453556,1.020597,0.052096,0.051215,1.005223222,0.995183039,1.015365,-0.000494,0.000894,0.993702766,0.971673266,1.016232,0.000987,0.000788,1.006438113,0.996380355,1.016597
Cold Male,0.000321,0.008314,1.000320628,0.984151819,1.016755,0.015496,0.060123,1.001550827,0.989817642,1.013423,-0.001060,0.001035,0.986525247,0.961239203,1.012476,0.001491,0.000917,1.009739684,0.998006173,1.021611
Age 0-10 All,0.004860,0.027786,1.004871577,0.951608767,1.061116,0.155258,0.245907,1.015646951,0.967856029,1.065798,-0.000596,0.003254,0.992394288,0.914607099,1.076797,0.001622,0.003479,1.010597893,0.966782253,1.056399
Age 0-10 Female,-0.063220,0.038015,0.938737389,0.871334597,1.011354,-0.463001,0.350684,0.954755416,0.891335692,1.022688,-0.001959,0.004418,0.975240741,0.872928388,1.089545,-0.007803,0.004807,0.950547627,0.894081319,1.010580
Age 0-10 Male,0.062212,0.035961,1.064187577,0.991762539,1.141902,0.611767,0.308496,1.063086759,1.000711784,1.129350,0.000634,0.004231,1.008149686,0.906614163,1.121057,0.009505,0.004479,1.063729036,1.004735321,1.126187
Age 11-60 All,0.013601,0.006161,1.013693486,1.001525562,1.026009,0.119944,0.055056,1.012066641,1.001204264,1.023047,0.000313,0.000738,1.004017324,0.985593296,1.022786,0.002442,0.000767,1.016002267,1.006120297,1.025981
Age 11-60 Female,0.015827,0.007829,1.015953355,1.000483667,1.031662,0.158350,0.069617,1.015960996,1.00219239,1.029919,0.000345,0.000941,1.004431404,0.980998496,1.028424,0.002578,0.000974,1.01689522,1.004351249,1.029596
Age 11-60 Male,0.009988,0.009697,1.010037799,0.991021569,1.029419,0.056293,0.087318,1.005645185,0.988580618,1.023004,0.000256,0.001155,1.003280024,0.974622265,1.032780,0.002220,0.001210,1.014537365,0.999019677,1.030296
Age 60+All,0.008630,0.009076,1.008666957,0.990882352,1.026771,0.011210,0.081444,1.001121637,0.985267622,1.017231,0.000905,0.001098,1.011648269,0.984164524,1.039900,0.001186,0.001130,1.0077398,0.993336964,1.022351
Age 60+ Female,0.004862,0.011901,1.004874277,0.981706291,1.028589,-0.037585,0.107059,0.996248526,0.975561443,1.017374,0.000604,0.001443,1.007756087,0.971925233,1.044908,0.000573,0.001484,1.003728479,0.984928152,1.022888
Age 60+ Male,0.013712,0.013525,1.013806887,0.987284948,1.041041,0.076411,0.120943,1.0076704,0.984064631,1.031842,0.001326,0.001631,1.017122473,0.976347386,1.059600,0.002013,0.001680,1.013173322,0.991716164,1.035095
All: LAG 8,0.007513,0.005314,1.007541671,0.99710197,1.018091,0.088184,0.047853,1.008857351,0.999439328,1.018364,-0.000060,0.000637,0.999229585,0.983390528,1.015324,0.001172,0.000661,1.007648751,0.999196592,1.016172
Female,0.009116,0.006655,1.009157291,0.996079044,1.022407,0.038616,0.059859,1.003869068,0.992160131,1.015716,0.000212,0.000800,1.002713106,0.98278908,1.023041,0.001144,0.000828,1.007464731,0.996892349,1.018149
Male,0.005070,0.007910,1.005082948,0.989620851,1.020787,0.162238,0.071362,1.016356113,1.002239252,1.030672,-0.000455,0.000943,0.994191051,0.970935803,1.018003,0.001206,0.000984,1.007872258,0.995310871,1.020592
Warm All,0.011510,0.005046,1.011576279,1.00162142,1.021630,0.211424,0.058817,1.021367457,1.009660645,1.033210,0.000580,0.000590,1.007455073,0.992661749,1.022469,0.001238,0.000704,1.008082487,0.999076856,1.017169
Warm Female,0.011533,0.006307,1.011599863,0.99917198,1.024182,0.127821,0.073431,1.012864148,0.998390897,1.027547,0.000399,0.000739,1.0051188,0.986652249,1.023931,0.001191,0.000880,1.00776898,0.996539207,1.019125
Warm Male,0.011325,0.007660,1.011389188,0.996318026,1.026688,0.336751,0.089585,1.034248569,1.016246971,1.052569,0.000838,0.000890,1.010781475,0.988450223,1.033617,0.001284,0.001071,1.008383724,0.994724392,1.022231
Cold All,0.006051,0.005610,1.00606932,0.995067109,1.017193,0.026615,0.040972,1.002665012,0.99464538,1.010749,-0.000923,0.000707,0.988253626,0.970882303,1.005936,0.001087,0.000619,1.007090033,0.999176831,1.015066
Cold Female,0.009756,0.007058,1.009803396,0.99593061,1.023869,-0.005118,0.051427,0.999488309,0.989464285,1.009614,-0.000074,0.000892,0.999051721,0.976934813,1.021669,0.001085,0.000779,1.00707623,0.997127544,1.017124
Cold Male,0.000584,0.008223,1.000583913,0.984587455,1.016840,0.073932,0.060238,1.00742064,0.995596363,1.019385,-0.002134,0.001031,0.973050015,0.94821424,0.998536,0.001093,0.000907,1.00713236,0.995556803,1.018843
Age 0-10 All,-0.023315,0.027804,0.976955027,0.925139216,1.031673,-0.154478,0.251729,0.984670905,0.937267468,1.034472,0.001215,0.003214,1.015678307,0.936997627,1.100966,0.000589,0.003534,1.003835907,0.95964549,1.050061
Age 0-10 Female,-0.072791,0.037952,0.929794942,0.86314072,1.001596,-0.618776,0.355918,0.939997972,0.87665871,1.007914,0.002960,0.004295,1.038613705,0.932522548,1.156775,-0.004854,0.004848,0.968944417,0.910904905,1.030682
Age 0-10 Male,0.019281,0.036075,1.019467793,0.949872927,1.094162,0.183346,0.317016,1.018503721,0.95714492,1.083796,-0.000169,0.004245,0.99783637,0.897036111,1.109964,0.005043,0.004569,1.033321928,0.974887395,1.095259
Age 11-60 All,0.006418,0.006169,1.006438138,0.994342688,1.018681,0.069966,0.055663,1.007021159,0.996094305,1.018068,-0.000259,0.000738,0.996684678,0.978411167,1.015299,0.000891,0.000768,1.005806682,0.996011177,1.015699
Age 11-60 Female,0.009707,0.007853,1.009754301,0.994332074,1.025416,0.060150,0.070723,1.006033103,0.992183894,1.020076,-0.000183,0.000942,0.997663119,0.974364134,1.021519,0.001039,0.000978,1.006777433,0.994313747,1.019397
Age 11-60 Male,0.001110,0.009656,1.001110852,0.982341471,1.020239,0.086215,0.087424,1.008658757,0.991522548,1.026091,-0.000371,0.001149,0.99525934,0.966989211,1.024356,0.000656,0.001203,1.004270457,0.988997355,1.019779
Age 60+All,0.013057,0.009103,1.013142478,0.995227027,1.031380,0.150303,0.081593,1.015143869,0.999038593,1.031509,0.000253,0.001100,1.003244198,0.975932196,1.031321,0.001861,0.001129,1.012170676,0.997720415,1.026830
Age 60+ Female,0.014486,0.011950,1.014591562,0.991103548,1.038636,0.036893,0.106777,1.003696102,0.982908761,1.024923,0.000905,0.001450,1.011649936,0.97550298,1.049136,0.001884,0.001481,1.012320111,0.993394617,1.031606
Age 60+ Male,0.011022,0.013529,1.011083209,0.984625789,1.038252,0.306049,0.121778,1.031078075,1.006759262,1.055984,-0.000634,0.001626,0.991913432,0.952275487,1.033201,0.001818,0.001678,1.01188659,0.990480128,1.033756
All: LAG 9,0.003812,0.005354,1.003819328,0.993339597,1.014410,0.046896,0.047842,1.004700592,0.995323535,1.014166,-0.000769,0.000638,0.990209422,0.974492866,1.006179,0.000900,0.000666,1.00586774,0.99736986,1.014438
Female,0.008860,0.006700,1.008899334,0.995737904,1.022235,-0.014356,0.059973,0.998565475,0.986896311,1.010373,-0.000077,0.000801,0.999017431,0.979140733,1.019298,0.001146,0.000834,1.007477718,0.996828539,1.018241
Male,-0.003763,0.007981,0.996243874,0.980780351,1.011951,0.137113,0.071107,1.013805706,0.999774346,1.028034,-0.001781,0.000945,0.977457184,0.954548771,1.000915,0.000529,0.000992,1.003446249,0.990850129,1.016202
Warm All,0.007999,0.005115,1.008031562,0.997975199,1.018189,0.154800,0.059541,1.015600385,1.003817192,1.027522,-0.000543,0.000593,0.99306897,0.97839765,1.007960,0.001472,0.000712,1.009616866,1.000499144,1.018818
Warm Female,0.011968,0.006385,1.012039596,0.999452675,1.024785,0.054962,0.074366,1.005511289,0.990961599,1.020275,0.000068,0.000742,1.000865895,0.982398276,1.019681,0.001591,0.000888,1.010394557,0.999026723,1.021892
Warm Male,0.001980,0.007783,1.001981811,0.986812397,1.017384,0.303557,0.090567,1.030821129,1.012684374,1.049283,-0.001449,0.000899,0.981626462,0.959730923,1.004022,0.001283,0.001085,1.008373296,0.994524997,1.022414
Cold All,0.000773,0.005645,1.000772816,0.98976175,1.011906,-0.000709,0.040944,0.999929078,0.991936708,1.007986,-0.001292,0.000711,0.983595099,0.966200974,1.001302,0.000399,0.000626,1.002599829,0.994641635,1.010622
Cold Female,0.005907,0.007084,1.005924616,0.992054345,1.019989,-0.038231,0.051482,0.996184153,0.986182791,1.006287,-0.000820,0.000898,0.989564164,0.967508753,1.012122,0.000764,0.000786,1.004978943,0.994960258,1.015099
Cold Male,-0.006731,0.008247,0.993291318,0.977364351,1.009478,0.054630,0.059645,1.005477918,0.993791894,1.017301,-0.001966,0.001030,0.975150705,0.950280504,1.000672,-0.000131,0.000912,0.999147308,0.9876101,1.010819
Age 0-10 All,0.024157,0.028086,1.024450796,0.969579866,1.082427,0.263345,0.251197,1.026684276,0.97735999,1.078498,-0.000262,0.003298,0.996648053,0.917505958,1.082617,0.004232,0.003523,1.02789219,0.982780334,1.075075
Age 0-10 Female,-0.002256,0.038261,0.997746586,0.92566011,1.075447,-0.063644,0.355810,0.993655809,0.926720657,1.065426,0.001444,0.004433,1.018652529,0.911431475,1.138487,0.000399,0.004790,1.002593927,0.943239693,1.065683
Age 0-10 Male,0.047547,0.036480,1.048695111,0.976329813,1.126424,0.506638,0.316356,1.051969193,0.988722093,1.119262,-0.001786,0.004333,0.977395888,0.87671836,1.089635,0.007683,0.004581,1.051204367,0.991612517,1.114377
Age 11-60 All,0.003350,0.006212,1.003355778,0.991213848,1.015646,0.000469,0.055660,1.000046892,0.989196338,1.011016,-0.000428,0.000739,0.994539842,0.976269676,1.013152,0.000286,0.000775,1.001860894,0.99201959,1.011800
Age 11-60 Female,0.007653,0.007893,1.007682576,0.992214352,1.023392,-0.064477,0.070780,0.993573019,0.979884375,1.007453,0.000290,0.000942,1.003723823,0.980272964,1.027736,0.000562,0.000986,1.003658436,0.991135791,1.016339
Age 11-60 Male,-0.003598,0.009748,0.99640876,0.977551657,1.015630,0.105454,0.087217,1.010601222,0.993472286,1.028025,-0.001575,0.001153,0.980039333,0.952089738,1.008809,-0.000153,0.001214,0.999007172,0.983672866,1.014581
Age 60+All,0.002909,0.009193,1.002913655,0.98500475,1.021148,0.126200,0.081621,1.012699961,0.996627954,1.029031,-0.001574,0.001099,0.980054537,0.953395583,1.007459,0.001921,0.001135,1.012562511,0.998021629,1.027315
Age 60+ Female,0.012740,0.012065,1.012821105,0.98915226,1.037056,0.105720,0.107156,1.010628061,0.989623536,1.032078,-0.001073,0.001450,0.986353679,0.951105815,1.022908,0.002601,0.001491,1.017048617,0.997914129,1.036550
Age 60+ Male,-0.010331,0.013673,0.989721706,0.963550817,1.016603,0.152196,0.121355,1.015336049,0.991470721,1.039776,-0.002255,0.001624,0.971548524,0.93276884,1.011940,0.001015,0.001688,1.006616184,0.985195934,1.028502
All: LAG 10,-0.001566,0.005389,0.998434775,0.987945132,1.009036,0.018123,0.048313,1.001813903,0.99237219,1.011345,-0.000265,0.000641,0.996610328,0.980711871,1.012767,-0.000053,0.000671,0.999653405,0.991147395,1.008232
Female,-0.000311,0.006739,0.999688772,0.98657124,1.012981,-0.000408,0.060434,0.999959217,0.98818454,1.011874,-0.000110,0.000804,0.998598072,0.978659045,1.018943,0.000000,0.000839,1.000002654,0.989374105,1.010745
Male,-0.003444,0.008040,0.996561532,0.980980583,1.012390,0.045985,0.072048,1.004609041,0.990522283,1.018896,-0.000497,0.000952,0.993660188,0.970202408,1.017685,-0.000137,0.001001,0.999108461,0.986449033,1.011930
Warm All,-0.004445,0.005170,0.995565342,0.985527118,1.005706,0.082979,0.060925,1.00833242,0.996363209,1.020445,-0.000577,0.000595,0.992635668,0.97791919,1.007574,-0.000726,0.000722,0.995291649,0.986182247,1.004485
Warm Female,-0.001366,0.006453,0.998634595,0.986082925,1.011346,0.065672,0.075869,1.006588851,0.991731281,1.021669,-0.000933,0.000745,0.988125445,0.96982723,1.006769,-0.000148,0.000898,0.99904023,0.987674885,1.010536
Warm Male,-0.009054,0.007881,0.990987296,0.975798178,1.006413,0.107546,0.093187,1.010812619,0.992518123,1.029444,-0.000032,0.000904,0.999592563,0.977186957,1.022512,-0.001619,0.001105,0.989530675,0.975697133,1.003560
Cold All,0.002821,0.005646,1.002824619,0.991788835,1.013983,-0.003493,0.041144,0.999650724,0.991621813,1.007745,-0.000104,0.000716,0.998669255,0.980896625,1.016764,0.000439,0.000626,1.002855101,0.994889163,1.010885
Cold Female,0.001833,0.007077,1.001834531,0.988033799,1.015828,-0.018056,0.051650,0.998196038,0.988141924,1.008352,0.000456,0.000899,1.005856332,0.98342016,1.028804,0.000162,0.000787,1.001052154,0.991070695,1.011134
Cold Male,0.004374,0.008259,1.004384064,0.988257256,1.020774,0.018653,0.060049,1.00186708,0.990144592,1.013728,-0.000944,0.001043,0.98798774,0.962459516,1.014193,0.000856,0.000912,1.005581705,0.993960956,1.017338
Age 0-10 All,0.033934,0.028044,1.034515923,0.97918613,1.092972,0.306065,0.252715,1.031079663,0.981252334,1.083437,-0.002128,0.003317,0.973126529,0.895429656,1.057565,0.004189,0.003525,1.027601274,0.982477026,1.074798
Age 0-10 Female,-0.027909,0.038271,0.972477004,0.902198395,1.048230,0.089467,0.361250,1.008986808,0.940016008,1.083018,-0.003319,0.004483,0.958406199,0.856446502,1.072504,-0.000484,0.004862,0.996856278,0.936978676,1.060560
Age 0-10 Male,0.086554,0.036319,1.090410063,1.015487075,1.170861,0.466337,0.315959,1.047738131,0.984822041,1.114674,-0.001302,0.004331,0.983476846,0.882220329,1.096355,0.008077,0.004522,1.053905096,0.994899013,1.116411
Age 11-60 All,-0.000501,0.006256,0.999499282,0.987319235,1.011830,0.003664,0.056211,1.000366502,0.989405596,1.011449,-0.000211,0.000743,0.997305135,0.97888186,1.016075,-0.000214,0.000779,0.998608866,0.988745435,1.008571
Age 11-60 Female,0.002202,0.007935,1.002204556,0.986737964,1.017914,0.001105,0.071214,1.00011047,0.986247997,1.014168,-0.000087,0.000946,0.99889178,0.975458564,1.022888,-0.000063,0.000988,0.999587344,0.987089127,1.012244
Age 11-60 Male,-0.004967,0.009836,0.995045553,0.976045413,1.014416,0.007925,0.088571,1.000792774,0.983569,1.018318,-0.000414,0.001162,0.994719085,0.966142776,1.024141,-0.000468,0.001227,0.996963519,0.981504788,1.012666
Age 60+All,-0.007285,0.009248,0.992741655,0.974908837,1.010901,0.021796,0.082477,1.002182009,0.986111401,1.018515,-0.000201,0.001104,0.997424778,0.970185539,1.025429,-0.000096,0.001149,0.999376026,0.98485709,1.014109
Age 60+ Female,-0.003784,0.012145,0.996223226,0.972788817,1.020222,-0.009448,0.108306,0.999055679,0.978071312,1.020490,0.000089,0.001452,1.001135717,0.965310906,1.038290,0.000232,0.001509,1.001509063,0.982436706,1.020952
Age 60+ Male,-0.011801,0.013726,0.988268606,0.962036331,1.015216,0.065604,0.122388,1.00658197,0.982723265,1.031020,-0.000607,0.001633,0.9922562,0.952418661,1.033760,-0.000515,0.001704,0.996660474,0.975262368,1.018528
All: LAG 11,-0.005695,0.005416,0.994320979,0.983821045,1.004933,0.016980,0.048740,1.001699465,0.992175815,1.011315,-0.000865,0.000637,0.988984067,0.973297941,1.004923,-0.000340,0.000676,0.997793095,0.989241424,1.006419
Female,-0.001782,0.006770,0.998219987,0.985062734,1.011553,0.003044,0.060685,1.000304402,0.988476963,1.012273,-0.000390,0.000799,0.995023497,0.975265983,1.015181,0.000137,0.000844,1.000891872,0.990193389,1.011706
Male,-0.011558,0.008089,0.988508364,0.972960061,1.004305,0.038349,0.073201,1.003842286,0.989542677,1.018349,-0.001570,0.000947,0.980100757,0.957100433,1.003654,-0.001063,0.001010,0.993116588,0.980414265,1.005983
Warm All,-0.012669,0.005155,0.987410845,0.977485011,0.997437,0.020745,0.061561,1.002076628,0.990058295,1.014241,-0.001582,0.000587,0.979951015,0.965616669,0.994498,-0.001172,0.000722,0.992408117,0.983315613,1.001585
Warm Female,-0.008999,0.006426,0.991041344,0.978636841,1.003603,-0.056181,0.076405,0.99439761,0.979617015,1.009401,-0.000838,0.000735,0.989332414,0.971257375,1.007744,-0.000318,0.000897,0.997933321,0.986589719,1.009407
Warm Male,-0.018262,0.007859,0.981903522,0.966894131,0.997146,0.137443,0.094343,1.013839198,0.99526425,1.032761,-0.002681,0.000891,0.96627115,0.944921968,0.988103,-0.002503,0.001107,0.983862875,0.970085705,0.997836
Cold All,0.004055,0.005739,1.004063581,0.992833103,1.015421,0.022886,0.041497,1.002291189,0.994172264,1.010476,-0.000094,0.000719,0.998795986,0.980952355,1.016964,0.000289,0.000635,1.001881387,0.993810469,1.010018
Cold Female,0.008652,0.007193,1.008689147,0.994568491,1.023010,0.039363,0.051761,1.003944034,0.993810315,1.014181,-0.000060,0.000905,0.999228664,0.976809203,1.022163,0.000470,0.000797,1.003058266,0.992927967,1.013292
Cold Male,-0.002745,0.008393,0.997259097,0.98098795,1.013800,-0.002011,0.061148,0.999798947,0.987887957,1.011854,-0.000148,0.001044,0.99811097,0.97230116,1.024606,0.000033,0.000927,1.000213076,0.988471611,1.012094
Age 0-10 All,0.031995,0.028229,1.032512147,0.976935797,1.091250,0.271595,0.256215,1.027531691,0.977205227,1.080450,-0.002047,0.003295,0.974143571,0.896852403,1.058096,0.003570,0.003572,1.023475393,0.977939819,1.071131
Age 0-10 Female,0.023813,0.037940,1.024099213,0.950707073,1.103157,0.297345,0.354485,1.030180954,0.961034828,1.104302,-0.002760,0.004428,0.965291456,0.863798037,1.078710,0.006175,0.004809,1.040951088,0.979088072,1.106723
Age 0-10 Male,0.041611,0.036956,1.042488861,0.969646838,1.120803,0.259125,0.327700,1.026251117,0.962408163,1.094329,-0.001172,0.004311,0.985104286,0.884126424,1.097615,0.001660,0.004672,1.010846865,0.952440578,1.072835
Age 11-60 All,-0.007517,0.006291,0.992510901,0.980348899,1.004824,0.010209,0.056661,1.001021412,0.989965997,1.012200,-0.001165,0.000739,0.985199956,0.967104389,1.003634,-0.000804,0.000785,0.994786599,0.984892405,1.004780
Age 11-60 Female,0.001036,0.007975,1.001036044,0.985511097,1.016806,0.043809,0.071466,1.004390521,0.990419858,1.018558,-0.000636,0.000942,0.99189246,0.968734719,1.015604,-0.000158,0.000993,0.998975813,0.986420367,1.011691
Age 11-60 Male,-0.021493,0.009899,0.978736293,0.959930407,0.997911,-0.046477,0.089934,0.995363064,0.977971494,1.013064,-0.002002,0.001154,0.974694335,0.946883727,1.003322,-0.001882,0.001239,0.987839002,0.972370728,1.003553
Age 60+All,-0.005386,0.009280,0.994628044,0.976701139,1.012884,0.007397,0.083248,1.000740012,0.984543893,1.017203,-0.000100,0.001096,0.998715956,0.971617127,1.026571,0.000300,0.001156,1.001950074,0.987304976,1.016812
Age 60+ Female,-0.009965,0.012187,0.990084321,0.966714986,1.014019,-0.112473,0.108969,0.988815714,0.967920539,1.010162,0.000399,0.001441,1.00512572,0.969442355,1.042123,0.000450,0.001520,1.002930646,0.983695222,1.022542
Age 60+ Male,0.001000,0.013783,1.001000043,0.97431975,1.028411,0.173245,0.124188,1.017475409,0.993008257,1.042545,-0.000791,0.001627,0.989922932,0.950323614,1.031172,0.000139,0.001713,1.000901765,0.979289514,1.022991
All: LAG 12,-0.003270,0.005411,0.996735638,0.986220958,1.007362,0.006282,0.048825,1.000628372,0.991098329,1.010250,-0.000007,0.000634,0.999905851,0.984125384,1.015939,-0.000566,0.000674,0.996328197,0.987807578,1.004922
Female,-0.001896,0.006763,0.998105708,0.984962101,1.011425,-0.012719,0.060910,0.998728866,0.986876558,1.010724,-0.000190,0.000795,0.99757506,0.977870552,1.017677,-0.000155,0.000842,0.99899375,0.988340422,1.009762
Male,-0.005330,0.008077,0.994684015,0.979061048,1.010556,0.035462,0.073103,1.003552466,0.98927587,1.018035,0.000258,0.000942,1.003302445,0.979873216,1.027292,-0.001185,0.001008,0.992325701,0.979659391,1.005156
Warm All,-0.009871,0.005143,0.990177725,0.980247152,1.000209,-0.123957,0.061418,0.987680825,0.97586238,0.999642,-0.000120,0.000581,0.998470603,0.984017026,1.013136,-0.001776,0.000719,0.988522104,0.979506807,0.997620
Warm Female,-0.009394,0.006415,0.990650447,0.978271922,1.003186,-0.205231,0.076564,0.979686076,0.965094075,0.994499,-0.000227,0.000728,0.997092628,0.979057253,1.015460,-0.001228,0.000894,0.99204705,0.980814084,1.003409
Warm Male,-0.010626,0.007824,0.989430008,0.97437301,1.004720,-0.002060,0.093482,0.999794003,0.981642195,1.018281,0.000048,0.000879,1.00061412,0.978786468,1.022929,-0.002627,0.001101,0.983072233,0.969384035,0.996954
Cold All,0.007550,0.005754,1.007579064,0.996280485,1.019006,0.075030,0.041509,1.007531185,0.999367395,1.015762,0.000030,0.000719,1.000382887,0.982494625,1.018597,0.000427,0.000634,1.00278214,0.99471032,1.010919
Cold Female,0.009639,0.007216,1.009685688,0.995506288,1.024067,0.083526,0.051848,1.008387579,0.998192086,1.018687,-0.000137,0.000904,0.998244668,0.975854355,1.021149,0.000703,0.000796,1.00458102,0.994445691,1.014820
Cold Male,0.004485,0.008424,1.004494629,0.988045359,1.021218,0.062308,0.061174,1.006250269,0.994257334,1.018388,0.000269,0.001049,1.00344781,0.977384473,1.030206,0.000028,0.000928,1.000180475,0.988424576,1.012076
Age 0-10 All,0.024214,0.028460,1.024509376,0.968924825,1.083283,-0.034498,0.260487,0.996556108,0.946953414,1.048757,0.000315,0.003296,1.004034828,0.924356441,1.090581,0.005566,0.003536,1.036839463,0.991164623,1.084619
Age 0-10 Female,0.045358,0.038634,1.04640275,0.970091694,1.128717,0.069228,0.362104,1.006946773,0.937958511,1.081009,0.001699,0.004444,1.021983222,0.91417308,1.142508,0.011778,0.004749,1.079562208,1.016181614,1.146896
Age 0-10 Male,0.010057,0.036985,1.010107782,0.939475903,1.086050,-0.088628,0.332458,0.991176339,0.928648805,1.057914,-0.000786,0.004307,0.98998674,0.888591826,1.102952,0.000865,0.004653,1.005639269,0.947760917,1.067052
Age 11-60 All,-0.006262,0.006281,0.993757213,0.981598841,1.006066,-0.012256,0.056770,0.998775109,0.98772347,1.009950,-0.000037,0.000735,0.999532553,0.981264378,1.018141,-0.001502,0.000783,0.990287157,0.980457565,1.000215
