Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Female,0.001408,0.00798,1.001408911,0.985867649,1.017195,-0.00584,0.074544,0.999416211,0.984920309,1.014125,-0.000331,0.000935,0.995773582,0.972684837,1.01941,0.000325,0.000994,1.002111994,0.989496504,1.014888
Male,0.000281,0.010145,1.000281269,0.980587539,1.020371,0.008901,0.09514,1.000890455,0.982399347,1.01973,-0.00026,0.001179,0.996676396,0.967636228,1.026588,-0.001165,0.001271,0.992457583,0.97651916,1.008656
Warm All,-0.003398,0.006224,0.996607387,0.984522663,1.00884,-0.114267,0.078883,0.988638364,0.973470452,1.004043,-0.000079,0.0007,0.998984619,0.981604923,1.016672,-0.001214,0.000876,0.992137417,0.981125525,1.003273
Warm Female,-0.001757,0.00764,0.998244849,0.983408844,1.013305,-0.164588,0.096562,0.983675931,0.965233768,1.00247,0.00001,0.000864,1.000123094,0.978685873,1.02203,-0.000172,0.00107,0.998882971,0.98536257,1.012589
Warm Male,-0.006009,0.009661,0.99400898,0.975363969,1.01301,-0.036457,0.122569,0.996360981,0.972710064,1.020587,-0.000195,0.001076,0.997503946,0.970939565,1.024795,-0.002918,0.001371,0.98121391,0.964219772,0.998508
Cold All,0.008684,0.006752,1.008721914,0.995459976,1.022161,0.057942,0.050163,1.005810999,0.9959704,1.015749,-0.000812,0.000844,0.989659552,0.968916331,1.010847,0.000487,0.000744,1.003169611,0.993701295,1.012728
Cold Female,0.008719,0.008425,1.008757241,0.992235487,1.025554,0.069728,0.062389,1.006997125,0.994758313,1.019387,-0.000762,0.001053,0.990293879,0.96448661,1.016792,0.000675,0.000929,1.004397028,0.992577164,1.016358
Cold Male,0.008626,0.010747,1.008663198,0.987638424,1.030136,0.041572,0.080213,1.004165887,0.988502019,1.020078,-0.000916,0.001346,0.988338025,0.955525729,1.022277,0.000219,0.001184,1.001424458,0.986437593,1.016639
Age 0-10 All,0.021172,0.031362,1.021397666,0.960503222,1.086153,-0.036464,0.292824,0.996360264,0.94078568,1.055218,0.001676,0.003619,1.021687757,0.933004223,1.118801,0.005922,0.003905,1.03924646,0.988815478,1.092249
Age 0-10 Female,0.031616,0.041814,1.032121208,0.950905972,1.120273,0.051613,0.399546,1.005174606,0.929461653,1.087055,0.003017,0.004786,1.03937822,0.921791698,1.171964,0.008874,0.005149,1.059377056,0.99210993,1.131205
Age 0-10 Male,0.017731,0.040194,1.017889423,0.940777815,1.101322,-0.068205,0.369319,0.993202661,0.923848643,1.067763,0.000767,0.004671,1.009860597,0.898180493,1.135427,0.004314,0.005064,1.028440289,0.964184599,1.096978
Age 11-60 All,-0.001159,0.007557,0.998841215,0.984155005,1.013747,-0.005912,0.070718,0.999409016,0.98565202,1.013358,-0.00038,0.000884,0.995149661,0.973319812,1.017469,-0.000852,0.000942,0.99447558,0.982610377,1.006484
Age 11-60 Female,0.005575,0.009386,1.00559104,0.987260127,1.024262,0.063229,0.087404,1.006342905,0.989249922,1.023731,-0.000264,0.001105,0.996632407,0.969375012,1.024656,0.000314,0.001167,1.002043245,0.987256424,1.017052
Age 11-60 Male,-0.013038,0.012313,0.987047031,0.963512181,1.011157,-0.129504,0.116089,0.987133096,0.964926039,1.009851,-0.000579,0.001425,0.992614796,0.957762501,1.028735,-0.002911,0.001543,0.981257536,0.962161143,1.000733
Age 60+All,0.003619,0.012173,1.003625893,0.979963387,1.02786,0.017662,0.114164,1.001767736,0.97960093,1.024436,-0.000379,0.001417,0.995159818,0.960394487,1.031184,0.000475,0.001527,1.003089166,0.983758554,1.0228
Age 60+ Female,-0.014639,0.01612,0.985467363,0.954818078,1.0171,-0.226786,0.151837,0.977576587,0.948912439,1.007107,-0.000913,0.001866,0.988378214,0.943169068,1.035754,-0.000581,0.002027,0.996228852,0.970828016,1.022294
Age 60+ Male,0.026425,0.018182,1.026776825,0.990829366,1.064028,0.327661,0.169704,1.03330884,0.999504211,1.068257,0.000237,0.002133,1.003033919,0.950775741,1.058164,0.001784,0.002275,1.011660706,0.982761484,1.04141
All: LAG 13,-0.002346,0.006439,0.997656357,0.985144232,1.010327,-0.01972,0.060076,0.998029906,0.986347161,1.009851,-0.000536,0.000755,0.993166269,0.97452612,1.012163,-0.000294,0.000801,0.998089259,0.987949659,1.008333
Female,0.00761,0.007952,1.007639317,0.992056092,1.023467,-0.014949,0.07415,0.998506227,0.984099568,1.013124,0.000967,0.000936,1.012459178,0.988971564,1.036505,0.000764,0.000987,1.004978998,0.992416371,1.017701
Male,-0.017976,0.010136,0.982184585,0.962865032,1.001892,-0.027069,0.094604,0.997296765,0.978974915,1.015962,-0.00287,0.001183,0.963924743,0.935744341,0.992954,-0.001974,0.001267,0.987253597,0.971450319,1.003314
Warm All,-0.004096,0.006251,0.995912224,0.983783895,1.00819,0.031334,0.078275,1.003138314,0.987865793,1.018647,-0.001292,0.000709,0.983603688,0.966272508,1.001246,-0.000479,0.000873,0.996891081,0.985868844,1.008037
Warm Female,0.016822,0.00764,1.016964024,1.00184836,1.032308,0.062551,0.095726,1.006274666,0.98757074,1.025333,0.000555,0.00087,1.00712438,0.985369324,1.02936,0.002476,0.001059,1.016226927,1.002613281,1.030025
Warm Male,-0.037393,0.009734,0.963297541,0.945092814,0.981853,-0.023015,0.121862,0.997701111,0.974153334,1.021818,-0.004159,0.001096,0.948161871,0.922439915,0.974601,-0.005347,0.001376,0.965843449,0.949062743,0.982921
Cold All,0.001546,0.006696,1.001547209,0.988487775,1.014779,-0.027293,0.050071,0.997274422,0.987535181,1.00711,0.000022,0.000836,1.000286241,0.979530048,1.021482,-0.000072,0.000741,0.999534281,0.990141593,1.009016
Cold Female,-0.002055,0.008377,0.99794758,0.98169642,1.014468,-0.040543,0.062392,0.995953899,0.983848682,1.008208,0.001299,0.001046,1.016767125,0.99042599,1.043809,-0.000518,0.000928,0.996636036,0.984926865,1.008484
Cold Male,0.007083,0.010625,1.007107935,0.986351506,1.028301,-0.005101,0.079899,0.999489981,0.983959633,1.015265,-0.001961,0.001324,0.975209846,0.943346281,1.00815,0.000635,0.001175,1.004137299,0.989222162,1.019277
Age 0-10 All,0.013547,0.030576,1.013638903,0.954677061,1.076242,-0.011546,0.288987,0.998846096,0.943842432,1.057055,0.000241,0.003548,1.003092883,0.917663473,1.096475,0.000886,0.003805,1.005772355,0.958183154,1.055725
Age 0-10 Female,0.043602,0.04058,1.044566315,0.964703536,1.131041,0.263957,0.384777,1.026747111,0.952161522,1.107175,-0.000275,0.004757,0.996480919,0.884390038,1.122779,0.001203,0.005007,1.007850611,0.945565959,1.074238
Age 0-10 Male,-0.008316,0.039455,0.991718952,0.917918763,1.071453,-0.172439,0.372387,0.982903915,0.913719413,1.057327,0.00028,0.004538,1.003586018,0.895599688,1.124593,0.001042,0.004938,1.00679483,0.945405237,1.072171
Age 11-60 All,-0.003715,0.007533,0.996292051,0.981689225,1.011112,-0.031197,0.070185,0.99688512,0.983265636,1.010693,-0.000387,0.000885,0.995061585,0.973220234,1.017393,-0.000716,0.000937,0.995356338,0.983551289,1.007303
Age 11-60 Female,0.007223,0.009371,1.007248742,0.988917628,1.02592,-0.007377,0.086963,0.99926255,0.982374701,1.016441,0.001202,0.001105,1.015506504,0.987753295,1.04404,0.000464,0.001163,1.003018943,0.988272581,1.017985
Age 11-60 Male,-0.022817,0.01226,0.977441232,0.954233941,1.001213,-0.072699,0.114965,0.992756445,0.97063661,1.01538,-0.003122,0.00143,0.960826605,0.926974562,0.995915,-0.002783,0.00153,0.982072833,0.963115728,1.001403
Age 60+All,-0.00111,0.012174,0.998890775,0.975338049,1.023012,0.008908,0.113743,1.00089124,0.978824668,1.023455,-0.001049,0.001426,0.986657579,0.951993635,1.022584,0.000676,0.001521,1.004402612,0.98513339,1.024049
Age 60+ Female,0.005028,0.016025,1.005041088,0.973964699,1.037109,-0.062107,0.151265,0.99380857,0.964776733,1.023714,0.000376,0.001875,1.004821519,0.958647229,1.05322,0.001704,0.001996,1.011135121,0.98574748,1.037177
Age 60+ Male,-0.008965,0.018347,0.99107555,0.956069179,1.027364,0.101739,0.169172,1.01022586,0.977278371,1.044284,-0.00295,0.002151,0.96294153,0.91235792,1.01633,-0.000634,0.0023,0.995888271,0.967134112,1.025497
All: LAG 14,-0.006231,0.006454,0.99378831,0.981295273,1.00644,-0.036108,0.059932,0.996395685,0.984759781,1.008169,-0.000143,0.000758,0.998168803,0.97937428,1.017324,-0.00072,0.000803,0.995330222,0.985195724,1.005569
Female,-0.001554,0.007964,0.998447175,0.982983222,1.014154,-0.014735,0.073959,0.998527559,0.98415729,1.013108,0.000175,0.000939,1.002236235,0.978908501,1.02612,-0.000421,0.000989,0.997266987,0.98478333,1.009909
Male,-0.013718,0.010175,0.986375919,0.966899972,1.006244,-0.070678,0.094389,0.992957124,0.974756051,1.011498,-0.000632,0.001187,0.991946642,0.962853356,1.021919,-0.001222,0.001271,0.992089352,0.976150612,1.008288
Warm All,-0.006325,0.006253,0.993695223,0.98159129,1.005948,0.001609,0.077512,1.000160885,0.985080889,1.015472,-0.000692,0.000712,0.991182406,0.97362963,1.009052,0.000171,0.000865,1.001112248,0.990138523,1.012208
Warm Female,0.004524,0.00766,1.004534675,0.989566402,1.019729,-0.010959,0.094768,0.998904749,0.980521917,1.017632,-0.000249,0.000876,0.99681276,0.975138132,1.018969,0.001189,0.001054,1.007756883,0.994317379,1.021378
Warm Male,-0.023636,0.009763,0.9766407,0.95812993,0.995509,0.019698,0.121265,1.001971732,0.978437656,1.026072,-0.001379,0.001105,0.982498514,0.955641328,1.01011,-0.001511,0.001363,0.990224578,0.973174837,1.007573
Cold All,-0.006787,0.006705,0.993235663,0.980267394,1.006375,-0.033897,0.050007,0.996616019,0.98689555,1.006432,-0.00047,0.000833,0.993997282,0.973431789,1.014997,-0.001231,0.000748,0.992030156,0.982626309,1.001524
Cold Female,-0.008818,0.008355,0.991220693,0.975121717,1.007585,0.004242,0.062283,1.000424245,0.988285749,1.012712,-0.000275,0.001043,0.996489864,0.970754982,1.022907,-0.001534,0.000932,0.990077639,0.97839563,1.001899
Cold Male,-0.003801,0.010711,0.996206652,0.975510015,1.017342,-0.094383,0.079897,0.990606114,0.975214299,1.006241,-0.000762,0.001322,0.990296496,0.957995617,1.023686,-0.000789,0.001194,0.994883823,0.979862339,1.010136
Age 0-10 All,-0.006292,0.030818,0.993727682,0.935480145,1.055602,0.096631,0.286885,1.00970998,0.954501206,1.068112,-0.001611,0.003568,0.979589377,0.895716101,1.071316,-0.000754,0.003846,0.995107801,0.947526937,1.045078
Age 0-10 Female,0.001486,0.041226,1.001486731,0.923746529,1.085769,0.402224,0.389275,1.041042307,0.964567552,1.12358,0.002988,0.004724,1.038984162,0.922871227,1.169706,-0.002092,0.005132,0.986496292,0.924057366,1.053154
Age 0-10 Male,-0.01327,0.03944,0.98681751,0.913408171,1.066127,-0.138148,0.363761,0.986280167,0.918409385,1.059167,-0.005734,0.0046,0.92923645,0.827963474,1.042897,0.000361,0.004936,1.002349447,0.941258241,1.067406
Age 11-60 All,-0.00512,0.007545,0.994893304,0.980288608,1.009716,-0.030552,0.069971,0.996949465,0.983370409,1.010716,-0.000505,0.000889,0.993559319,0.971648199,1.015965,-0.000379,0.000936,0.997541309,0.985711772,1.009513
Age 11-60 Female,0.001014,0.009379,1.001014912,0.982781132,1.019587,-0.009646,0.086724,0.999035863,0.982197882,1.016162,-0.000112,0.00111,0.998564032,0.971147129,1.026755,-0.000053,0.001162,0.99965367,0.984958459,1.014568
Age 11-60 Male,-0.015781,0.012279,0.984343163,0.960936516,1.00832,-0.067764,0.114445,0.9932465,0.971214826,1.015778,-0.001152,0.001436,0.985358132,0.950499631,1.021495,-0.00096,0.001528,0.993780227,0.974625515,1.013311
Age 60+All,-0.009559,0.012222,0.99048696,0.96704233,1.0145,-0.072112,0.113629,0.992814745,0.970947848,1.015174,0.001032,0.001423,1.013293639,0.977753774,1.050125,-0.001719,0.001532,0.988888467,0.969769344,1.008385
Age 60+ Female,-0.009698,0.016031,0.990348802,0.959715726,1.02196,-0.074138,0.150301,0.992613662,0.963798777,1.02229,0.000685,0.001874,1.008811772,0.962469981,1.057385,-0.001349,0.002001,0.991270604,0.96631843,1.016867
Age 60+ Male,-0.009407,0.018498,0.99063746,0.955363365,1.027214,-0.068485,0.170098,0.993174927,0.960609156,1.026845,0.00147,0.002142,1.018992376,0.96566977,1.075259,-0.002197,0.002333,0.985820643,0.956952577,1.01556
,,,,,,,,,,,,,,,,,,,,
Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI
Air Pollutant:,AQHIX,,IQR=1.5,,,NO2,,IQR=8.8,,,O3H8,,IQR=19,,,SO2,,IQR=1.2,,
All: LAG 0,0.003472,0.004313,1.005221741,0.992556254,1.018049,0.001179,0.00076,1.010428315,0.997263484,1.023767,-0.000363,0.000486,0.993130128,0.975327581,1.011258,-0.00264,0.004132,0.996837447,0.987196831,1.006572
Female,0.004927,0.005321,1.007418092,0.991781248,1.023301,0.001166,0.000939,1.010317132,0.994079997,1.026819,0.000004,0.0006,1.000085297,0.977992468,1.022677,-0.007846,0.005095,0.99062902,0.978828807,1.002571
Male,0.001289,0.006814,1.001935853,0.982063114,1.022211,0.001224,0.001199,1.010829018,0.990136862,1.031954,-0.000938,0.000766,0.982329206,0.954694529,1.010764,0.005554,0.006529,1.006686715,0.991345117,1.022266
Warm All,0.005395,0.004132,1.008125915,0.995953457,1.020447,0.002335,0.000921,1.02075785,1.004664892,1.037109,-0.000133,0.000396,0.997470647,0.982864611,1.012294,0.005589,0.005035,1.006729619,0.994877682,1.018723
Warm Female,0.0074,0.005051,1.01116131,0.996258008,1.026288,0.002047,0.001126,1.018177818,0.998587359,1.038153,0.000352,0.000485,1.006711099,0.988686904,1.025064,0.006738,0.006122,1.008118226,0.993705462,1.02274
Warm Male,0.002116,0.006426,1.003179107,0.984405602,1.022311,0.002782,0.001433,1.024785719,0.999762903,1.050435,-0.000908,0.000614,0.982891618,0.960673209,1.005624,0.003584,0.007899,1.004310056,0.985823686,1.023143
Cold All,0.002358,0.004586,1.003542712,0.990103087,1.017165,0.000757,0.000657,1.006688043,0.995336225,1.018169,-0.001239,0.000742,0.976739148,0.950124946,1.004099,-0.006722,0.003542,0.991966303,0.983735933,1.000266
Cold Female,0.003699,0.005731,1.005564611,0.988764801,1.02265,0.000895,0.000822,1.0079034,0.993716174,1.022293,-0.001005,0.000927,0.981076978,0.947774698,1.015549,-0.015561,0.004423,0.981499976,0.971341993,0.991764
Cold Male,0.000588,0.007353,1.000882891,0.979477716,1.022756,0.000589,0.001054,1.005196235,0.987090734,1.023634,-0.001586,0.001189,0.970321863,0.928283952,1.014263,0.006985,0.005674,1.008417237,0.995048728,1.021965
Age 0-10 All,-0.014721,0.020727,0.978160204,0.920333833,1.03962,-0.001868,0.003627,0.983693264,0.924036996,1.047201,-0.001617,0.002357,0.969752667,0.888252445,1.058731,-0.023348,0.020284,0.972371615,0.927070193,1.019887
Age 0-10 Female,-0.043464,0.027733,0.936884378,0.863525593,1.016475,-0.004508,0.004888,0.961107817,0.883407539,1.045642,-0.005767,0.003131,0.896220433,0.797571394,1.007071,-0.060828,0.027699,0.929606244,0.870974789,0.992185
Age 0-10 Male,0.009847,0.026481,1.014879656,0.938864901,1.097049,0.000378,0.004604,1.003333088,0.926739332,1.086257,0.001978,0.003035,1.038306426,0.927346341,1.162543,0.005676,0.025499,1.006834308,0.948226006,1.069065
Age 11-60 All,0.002328,0.00505,1.003498048,0.988709806,1.018507,0.001009,0.000891,1.008914611,0.993529012,1.024538,-0.000463,0.000569,0.991248632,0.970481277,1.01246,-0.003267,0.004825,0.996087138,0.984846167,1.007456
Age 11-60 Female,0.005474,0.006284,1.008245532,0.989789006,1.027046,0.001193,0.001107,1.010556805,0.991437645,1.030045,0.000104,0.00071,1.001968934,0.975825449,1.028813,-0.006811,0.005988,0.991859906,0.977988814,1.005928
Age 11-60 Male,-0.003031,0.008234,0.995463325,0.971655498,1.019854,0.000711,0.001456,1.006275797,0.981316494,1.03187,-0.001429,0.000922,0.973214821,0.940380792,1.007195,0.003019,0.007903,1.003628939,0.985146089,1.022459
Age 60+All,0.009302,0.008177,1.014050472,0.98996337,1.038724,0.002109,0.001441,1.018729184,0.993723675,1.044364,0.000086,0.00092,1.00163014,0.96788665,1.03655,0.001889,0.007864,1.002269549,0.983902566,1.020979
Age 60+ Female,0.008911,0.01073,1.013455986,0.981984704,1.045936,0.001759,0.001905,1.015602903,0.982771454,1.049531,0.000367,0.001202,1.006988624,0.962913403,1.053081,-0.005271,0.010383,0.993695216,0.9697223,1.018261
Age 60+ Male,0.009988,0.012381,1.015095385,0.978808746,1.052727,0.002578,0.00216,1.022942534,0.985530915,1.061774,-0.000277,0.001402,0.994751906,0.944138982,1.048078,0.011169,0.011807,1.013492923,0.985734547,1.042033
All: LAG 1,-0.000681,0.004325,0.998978448,0.98635775,1.011761,0.000478,0.00076,1.004211236,0.991136801,1.017458,-0.00065,0.000489,0.987725873,0.969889616,1.00589,-0.004214,0.004184,0.99495574,0.985212025,1.004796
Female,0.006613,0.005336,1.009968499,0.994247666,1.025938,0.00181,0.000938,1.016056722,0.999756143,1.032623,-0.000268,0.000604,0.994926797,0.972799769,1.017557,-0.000992,0.005126,0.998809874,0.986839419,1.010926
Male,-0.011951,0.006805,0.98223249,0.962776092,1.002082,-0.001569,0.001195,0.986289809,0.966170521,1.006828,-0.001248,0.00077,0.976566781,0.948945406,1.004992,-0.00936,0.006665,0.988830413,0.973450428,1.004453
Warm All,-0.003132,0.004141,0.995313611,0.983269318,1.007505,0.000139,0.000918,1.001220365,0.98550039,1.017191,-0.000603,0.000398,0.988601326,0.974057065,1.003363,-0.000489,0.005038,0.999413266,0.987640052,1.011327
Warm Female,0.005528,0.005066,1.00832604,0.993419111,1.023457,0.001697,0.001122,1.015048361,0.995589754,1.034887,0.000173,0.000488,1.003286962,0.985235209,1.021669,0.006916,0.006114,1.008333589,0.993937644,1.022938
Warm Male,-0.016859,0.006429,0.975029278,0.956771694,0.993635,-0.002326,0.001425,0.979735505,0.955952056,1.004111,-0.001829,0.000617,0.965839186,0.943903041,0.988285,-0.0128,0.007927,0.98475713,0.966567425,1.003289
Cold All,0.002623,0.004592,1.003942738,0.990479656,1.017589,0.00073,0.000658,1.006449037,0.995086256,1.017942,-0.001038,0.000751,0.980477287,0.953446768,1.008274,-0.006668,0.003613,0.992029976,0.983636149,1.000495
Cold Female,0.008101,0.005722,1.01222614,0.995339925,1.029399,0.001941,0.000819,1.017227903,1.002966159,1.031692,-0.002231,0.000935,0.958495485,0.925681767,0.992472,-0.005903,0.004461,0.992941436,0.982577522,1.003415
Cold Male,-0.005379,0.007322,0.991963671,0.970837204,1.01355,-0.001071,0.001052,0.990617644,0.972798118,1.008764,0.000778,0.001197,1.014888853,0.970644496,1.06115,-0.007685,0.00585,0.990820915,0.977281504,1.004548
Age 0-10 All,-0.003287,0.020809,0.995080963,0.936028155,1.057859,-0.000742,0.00364,0.993492938,0.933038652,1.057864,-0.000052,0.002382,0.99900333,0.914211451,1.09166,-0.011423,0.020512,0.986386111,0.9399291,1.035139
Age 0-10 Female,0.00117,0.027907,1.001756923,0.922846674,1.087415,0.000806,0.004884,1.007120562,0.925760896,1.09563,-0.00061,0.00316,0.98848497,0.878739647,1.111936,-0.026185,0.027956,0.969066552,0.907397054,1.034927
Age 0-10 Male,-0.006775,0.026504,0.989889614,0.915684322,1.070108,-0.001957,0.004635,0.982922765,0.90740727,1.064723,0.000411,0.00306,1.007847882,0.899310274,1.129485,0.000735,0.025798,1.000882002,0.94195838,1.063492
Age 11-60 All,-0.002341,0.00506,0.996495302,0.981781266,1.01143,0.0001,0.00089,1.000880943,0.985633165,1.016365,-0.000662,0.000572,0.987497181,0.966676988,1.008766,-0.004166,0.004874,0.995013248,0.983672746,1.006484
Age 11-60 Female,0.006307,0.006307,1.00950614,0.990960247,1.028399,0.001601,0.001108,1.014185864,0.994981947,1.03376,-0.00013,0.000714,0.997532921,0.971356371,1.024415,-0.001221,0.006023,0.998535982,0.984490605,1.012782
Age 11-60 Male,-0.017075,0.008212,0.974712144,0.951461972,0.99853,-0.002459,0.001446,0.978596985,0.954486183,1.003317,-0.001572,0.000928,0.970578721,0.937625716,1.00469,-0.009409,0.008034,0.988773155,0.97026369,1.007636
Age 60+All,0.004128,0.008173,1.006211278,0.982322317,1.030681,0.001673,0.001432,1.014827683,0.990064855,1.04021,-0.000719,0.000925,0.986439244,0.953037245,1.021012,-0.003294,0.00799,0.9960546,0.97751211,1.014949
Age 60+ Female,0.008106,0.010734,1.012232634,0.980788386,1.044685,0.002558,0.001888,1.022767597,0.990005258,1.056614,-0.000654,0.001213,0.987652042,0.944025893,1.033294,0.002479,0.010455,1.002978827,0.978616945,1.027947
Age 60+ Male,-0.001109,0.012353,0.998338163,0.962731345,1.035262,0.000538,0.002155,1.004749117,0.9680888,1.042798,-0.000817,0.001401,0.984592547,0.934532849,1.037334,-0.011004,0.012131,0.9868818,0.959122088,1.015445
All: LAG 2,-0.007822,0.004337,0.988334936,0.975813379,1.001017,-0.000689,0.000761,0.993954902,0.981001516,1.007079,-0.001163,0.000491,0.978148961,0.960436856,0.996188,-0.012764,0.004185,0.984800454,0.975154975,0.994541
Female,-0.000227,0.005357,0.999659555,0.98403948,1.015528,0.000835,0.000938,1.007370813,0.99120057,1.023805,-0.000926,0.000608,0.982565919,0.960556258,1.00508,-0.004467,0.005128,0.9946544,0.98272917,1.006724
Male,-0.01976,0.006828,0.970794387,0.951501492,0.990478,-0.003082,0.001198,0.97324037,0.95332956,0.993567,-0.001537,0.000769,0.971227923,0.943809335,0.999443,-0.026186,0.006682,0.969065959,0.953955625,0.984416
Warm All,-0.01265,0.004132,0.981203849,0.969355662,0.993197,-0.001868,0.00091,0.983693114,0.968368367,0.99926,-0.001324,0.000399,0.975149266,0.960765367,0.989749,-0.024462,0.00501,0.971072244,0.959697734,0.982582
Warm Female,-0.006359,0.005065,0.99050758,0.97586583,1.005369,-0.000675,0.001113,0.994078045,0.975181448,1.013341,-0.000795,0.000491,0.985017596,0.967163272,1.003202,-0.015551,0.00609,0.981512128,0.967552954,0.995673
Warm Male,-0.022554,0.006391,0.966735097,0.948739497,0.985072,-0.003763,0.001413,0.967425709,0.94413682,0.991289,-0.002144,0.000614,0.960074297,0.938381909,0.982268,-0.03902,0.007872,0.954255412,0.936749145,0.972089
Cold All,-0.000041,0.004633,0.999939083,0.986412307,1.013651,0.000187,0.000662,1.001647465,0.990276155,1.013149,-0.000592,0.000752,0.988813164,0.961505186,1.016897,-0.006277,0.003618,0.992495727,0.984085516,1.000978
Cold Female,0.010304,0.005761,1.015576802,0.998520628,1.032924,0.002029,0.000823,1.018012386,1.003656301,1.032574,-0.001398,0.000935,0.973782174,0.940465596,1.008279,0.001733,0.004469,1.002082294,0.991603628,1.012672
Cold Male,-0.016093,0.007459,0.976149646,0.954976013,0.997793,-0.002663,0.001064,0.976835002,0.959065458,0.994934,0.000696,0.001214,1.013306714,0.968530517,1.060153,-0.019184,0.005899,0.977242108,0.963776948,0.990895
Age 0-10 All,0.007437,0.020941,1.01121749,0.950839204,1.07543,0.001081,0.003661,1.009553828,0.947770871,1.075364,0.000667,0.002401,1.012747097,0.926111385,1.107487,0.034964,0.019854,1.042849902,0.995273008,1.092701
Age 0-10 Female,-0.017717,0.028251,0.973774244,0.896162238,1.058108,-0.002313,0.004903,0.979854439,0.900394653,1.066327,-0.001865,0.00324,0.965178226,0.85545899,1.08897,0.022918,0.026773,1.027883716,0.965153932,1.094691
Age 0-10 Male,0.028533,0.026542,1.043729186,0.965379933,1.128437,0.004075,0.004671,1.036507642,0.956279904,1.123466,0.00271,0.003043,1.052841918,0.940034164,1.179187,0.045886,0.025212,1.056607251,0.995773284,1.121158
Age 11-60 All,-0.013223,0.005083,0.980361085,0.965818404,0.995123,-0.001986,0.000894,0.982671606,0.967643282,0.997933,-0.001118,0.000574,0.978981637,0.958272732,1.000138,-0.015785,0.004914,0.981236626,0.969961729,0.992643
Age 11-60 Female,-0.003789,0.00633,0.994332154,0.975997603,1.013011,-0.000442,0.001112,0.996116036,0.977192925,1.015406,-0.000453,0.000718,0.991432449,0.965279922,1.018294,-0.007646,0.006054,0.990866358,0.976857608,1.005076
Age 11-60 Male,-0.029803,0.008271,0.956279521,0.933305986,0.979819,-0.004698,0.001455,0.959503901,0.935729033,0.983883,-0.002268,0.000928,0.957826457,0.925302738,0.991493,-0.030737,0.008156,0.963787489,0.945476075,0.982454
Age 60+All,0.004502,0.00817,1.006776422,0.982881372,1.031252,0.002473,0.001423,1.021999723,0.997213479,1.047402,-0.001518,0.000929,0.971564585,0.938521849,1.005771,-0.011274,0.007883,0.986562856,0.968438731,1.005026
Age 60+ Female,0.012458,0.010736,1.018862496,0.987205113,1.051535,0.004951,0.001866,1.044533372,1.011457646,1.078691,-0.002237,0.001226,0.958379524,0.915617824,1.003138,0.002451,0.010332,1.00294564,0.978866474,1.027617
Age 60+ Male,-0.005713,0.012324,0.991466563,0.956186312,1.028049,-0.000746,0.002153,0.993456575,0.957233563,1.03105,-0.000587,0.001396,0.98890508,0.938815281,1.041667,-0.029106,0.01195,0.965675228,0.938910768,0.993203
All: LAG 3,-0.011,0.00435,0.98363518,0.971136525,0.996295,-0.001647,0.000764,0.985608067,0.972705123,0.998682,-0.000931,0.000492,0.982466392,0.964617976,1.000645,-0.009131,0.004138,0.98910278,0.97952191,0.998777
Female,-0.007795,0.005385,0.988375716,0.972850801,1.004148,-0.000894,0.000945,0.99216028,0.976114266,1.00847,-0.000936,0.000609,0.982367289,0.960324368,1.004916,-0.007053,0.005101,0.991572347,0.979747475,1.00354
Male,-0.016113,0.006829,0.976120172,0.956717407,0.995916,-0.002838,0.0012,0.975337524,0.9553555,0.995737,-0.000936,0.000773,0.982375832,0.954506538,1.011059,-0.012484,0.006544,0.985130768,0.970083644,1.000411
Warm All,-0.010286,0.004152,0.984690154,0.972743943,0.996783,-0.001883,0.000916,0.983563009,0.968141686,0.99923,-0.000894,0.000401,0.98314846,0.968572062,0.997944,-0.016943,0.004952,0.979873118,0.968526871,0.991352
Warm Female,-0.01396,0.005094,0.979277365,0.964719853,0.994055,-0.003285,0.001123,0.971504539,0.95287446,0.990499,-0.000863,0.000493,0.983730544,0.965844362,1.001948,-0.021606,0.006062,0.97440606,0.960611592,0.988399
Warm Male,-0.004674,0.006427,0.993014132,0.974427419,1.011955,0.000304,0.001421,1.002675843,0.978402519,1.027551,-0.000955,0.00062,0.982013138,0.959598521,1.004951,-0.009714,0.007698,0.988411361,0.970676722,1.00647
Cold All,-0.008771,0.004652,0.986929091,0.973524009,1.000519,-0.001063,0.000668,0.990687895,0.979339751,1.002168,-0.000919,0.000746,0.982686697,0.955773479,1.010358,-0.003801,0.003591,0.995448833,0.987075587,1.003893
Cold Female,0.004547,0.005801,1.006844525,0.989818783,1.024163,0.001008,0.000833,1.008905639,0.994518503,1.023501,-0.000908,0.000928,0.982892001,0.949500905,1.017457,0.002052,0.004457,1.002465986,0.992012289,1.01303
