Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Age 0-10 All,0.04614,0.03124,1.047221305,0.98502247,1.113348,0.343993,0.281986,1.03499784,0.97934643,1.093812,-0.000562,0.003585,0.992828299,0.907423311,1.086271,0.004105,0.003916,1.027042874,0.977062908,1.079579
Age 0-10 Female,0.067262,0.041655,1.069575339,0.985721244,1.160563,0.277552,0.38187,1.028143964,0.954000312,1.10805,0.002428,0.004792,1.031569135,0.914714963,1.163351,0.004539,0.005193,1.029945029,0.964008359,1.100392
Age 0-10 Male,0.029818,0.04005,1.030267389,0.952485501,1.114401,0.394531,0.356309,1.040241742,0.970073446,1.115486,-0.002738,0.004585,0.965556807,0.860636379,1.083268,0.003876,0.005041,1.025516291,0.961728115,1.093535
Age 11-60 All,-0.005523,0.007498,0.994492528,0.979984925,1.009215,-0.002302,0.068077,0.999769787,0.986518417,1.013199,0.000262,0.000883,1.003364059,0.981377983,1.025843,-0.000079,0.000937,0.999488395,0.987632929,1.011486
Age 11-60 Female,0.002229,0.009314,1.002231936,0.984102639,1.020695,0.046552,0.084254,1.004666026,0.988211504,1.021395,0.001331,0.001102,1.0171864,0.98943891,1.045712,0.00094,0.00116,1.006127627,0.991367863,1.021107
Age 11-60 Male,-0.019335,0.012231,0.980850977,0.957616446,1.004649,-0.090833,0.111961,0.990957869,0.969448868,1.012944,-0.001592,0.001428,0.979830727,0.945345982,1.015573,-0.001936,0.001536,0.987497832,0.968360898,1.007013
Age 60+All,0.022794,0.01205,1.02305583,0.999176027,1.047506,0.261651,0.109312,1.026510387,1.004751177,1.048741,-0.000569,0.001418,0.992741329,0.95805347,1.028685,0.002579,0.001509,1.016904756,0.997538726,1.036647
Age 60+ Female,0.027739,0.015917,1.028127298,0.996548503,1.060707,0.351343,0.143759,1.035758797,1.00698173,1.065358,-0.003079,0.001862,0.961359921,0.917492166,1.007325,0.003792,0.00199,1.024955892,0.999291345,1.05128
Age 60+ Male,0.016576,0.018063,1.016714378,0.981348876,1.053354,0.144151,0.164986,1.014519539,0.98223753,1.047863,0.002793,0.00214,1.036399146,0.982222809,1.093564,0.001008,0.002267,1.006575441,0.977920029,1.036071
All: LAG 6,0.016485,0.006363,1.016621159,1.004021915,1.029379,0.138274,0.058303,1.013923448,1.002402835,1.025576,0.000516,0.000754,1.006629071,0.987757052,1.025862,0.002429,0.000794,1.015915287,1.005696014,1.026238
Female,0.021485,0.007862,1.021717848,1.006094274,1.037584,0.23942,0.071782,1.024230914,1.009921619,1.038743,-0.000609,0.000936,0.992237989,0.969217812,1.015805,0.003223,0.000979,1.021170337,1.008512011,1.033988
Male,0.008632,0.010014,1.008669671,0.98906478,1.028663,-0.02185,0.092211,0.997817382,0.97994548,1.016015,0.002258,0.001179,1.029326341,0.999332344,1.060221,0.001178,0.001253,1.007684182,0.991731366,1.023894
Warm All,0.013618,0.006114,1.013711249,1.001636189,1.025932,0.178843,0.074379,1.018045154,1.003311395,1.032995,-0.000112,0.000709,0.998564092,0.980964999,1.016479,0.003229,0.000856,1.02121211,1.010134023,1.032412
Warm Female,0.011563,0.007482,1.011630554,0.996902796,1.026576,0.238285,0.090925,1.024114634,1.006025179,1.042529,-0.000711,0.000871,0.990946577,0.969538593,1.012827,0.002477,0.001049,1.016233249,1.002746122,1.029902
Warm Male,0.0167,0.009518,1.016840652,0.998046384,1.035989,0.082157,0.115989,1.008249583,0.985586807,1.031433,0.000831,0.001096,1.010688197,0.983266872,1.038874,0.004394,0.001333,1.028969921,1.011637251,1.0466
Cold All,0.022706,0.006702,1.022965277,1.009614677,1.036492,0.123481,0.049015,1.012424698,1.002744979,1.022198,0.001334,0.000832,1.017222307,0.996217462,1.03867,0.001846,0.00074,1.012071207,1.002572961,1.021659
Cold Female,0.037462,0.008362,1.038172099,1.02129626,1.055327,0.244988,0.06083,1.024801382,1.012655642,1.037093,-0.000539,0.001043,0.993126143,0.967481699,1.01945,0.00387,0.000919,1.025471477,1.013531151,1.037552
Cold Male,-0.000178,0.01069,0.999821524,0.979091745,1.02099,-0.069363,0.07871,0.993087693,0.977884766,1.008527,0.004211,0.001314,1.055379782,1.021152116,1.090755,-0.001323,0.001186,0.991439716,0.976570158,1.006536
Age 0-10 All,0.016914,0.030533,1.017057841,0.95797863,1.079781,0.066901,0.285025,1.006712505,0.952014632,1.064553,0.001591,0.003533,1.020576347,0.934006597,1.11517,0.001326,0.003838,1.008657136,0.960520553,1.059206
Age 0-10 Female,-0.015678,0.040927,0.984444614,0.908559222,1.066668,0.141027,0.378161,1.014202632,0.94174866,1.092231,-0.005669,0.004727,0.930010337,0.826013339,1.047101,-0.004551,0.005177,0.970850217,0.908882137,1.037043
Age 0-10 Male,0.044861,0.039021,1.04588197,0.968873628,1.129011,-0.003828,0.366507,0.999617294,0.930327881,1.074067,0.007951,0.004529,1.107130457,0.988228711,1.240338,0.006294,0.004891,1.041756114,0.97882168,1.108737
Age 11-60 All,0.01245,0.007448,1.012527488,0.997853261,1.027418,0.111904,0.068214,1.011253196,0.997822717,1.024864,0.000114,0.000885,1.001462893,0.979476123,1.023943,0.002396,0.000927,1.015696739,1.00377232,1.027763
Age 11-60 Female,0.018755,0.009271,1.018931907,1.000583496,1.037617,0.188045,0.084663,1.018982466,1.002213052,1.036032,0.000465,0.001106,1.005967581,0.978438594,1.034271,0.003217,0.001153,1.021129774,1.006239482,1.03624
Age 11-60 Male,0.001338,0.012109,1.001338866,0.977852859,1.025389,-0.023915,0.111573,0.997611401,0.976032053,1.019668,-0.00049,0.001428,0.993741557,0.958769287,1.029989,0.000952,0.00151,1.006204547,0.987028947,1.025753
Age 60+All,0.027683,0.01204,1.028069817,1.004092837,1.052619,0.223543,0.109966,1.022606067,1.000801394,1.044886,0.001385,0.001422,1.017881292,0.982214476,1.054843,0.002723,0.001509,1.017856959,0.998471968,1.037618
Age 60+ Female,0.034411,0.01585,1.03500965,1.00334978,1.067669,0.412754,0.145065,1.042139079,1.012925415,1.072195,-0.00325,0.001875,0.959258378,0.915171387,1.005469,0.004174,0.00198,1.027503946,1.001907405,1.053754
Age 60+ Male,0.018855,0.01814,1.019034255,0.983439684,1.055917,-0.01909,0.165447,0.998092811,0.966246209,1.030989,0.007376,0.002132,1.09901629,1.041773342,1.159405,0.000825,0.002283,1.0053777,0.976558872,1.035047
All: LAG 7,0.016889,0.006367,1.017032286,1.004419805,1.029803,0.116956,0.058496,1.011764246,1.000230325,1.023431,0.000586,0.000756,1.007535247,0.988614019,1.026819,0.002315,0.000796,1.015159897,1.004919882,1.025504
Female,0.022679,0.007857,1.02293788,1.007306572,1.038812,0.214518,0.071926,1.021683521,1.007381304,1.036189,0.000369,0.000935,1.004732656,0.981431368,1.028587,0.002749,0.00098,1.018031909,1.005395662,1.030827
Male,0.007779,0.010031,1.007809736,0.98818867,1.02782,-0.03771,0.092475,0.996236104,0.97834181,1.014458,0.000928,0.001184,1.011948675,0.982323478,1.042467,0.001631,0.001258,1.010655491,0.9945893,1.026981
Warm All,0.020839,0.006111,1.021057356,1.008901083,1.03336,0.231167,0.074818,1.023385979,1.008488252,1.038504,0.000587,0.000709,1.007547785,0.98978403,1.02563,0.002999,0.000856,1.019684863,1.008619124,1.030872
Warm Female,0.021554,0.007486,1.021788342,1.006905065,1.036892,0.297265,0.091239,1.030172774,1.011914173,1.048761,0.000591,0.000871,1.007597757,0.985825352,1.029851,0.002969,0.001046,1.019488252,1.005996388,1.033161
Warm Male,0.019632,0.009521,1.019826096,1.000971287,1.039036,0.125752,0.117103,1.012654621,0.989676765,1.036166,0.000575,0.001098,1.007388057,0.980006643,1.035535,0.003042,0.001342,1.019967977,1.002677999,1.037556
Cold All,0.015189,0.00669,1.015304956,1.002079352,1.028705,0.068981,0.049056,1.006921908,0.997286787,1.01665,0.000474,0.000832,1.00608884,0.985302485,1.027314,0.001776,0.000741,1.01161382,1.0021069,1.021211
Cold Female,0.028064,0.008334,1.028461208,1.011798085,1.045399,0.182559,0.06093,1.018423606,1.006333573,1.030659,-0.000138,0.00104,0.998237996,0.972517854,1.024638,0.002632,0.000923,1.017251947,1.005356722,1.029288
Cold Male,-0.004996,0.010684,0.995016357,0.974395969,1.016073,-0.111035,0.078601,0.988957944,0.973839098,1.004312,0.001427,0.001322,1.018427036,0.985198027,1.052777,0.000444,0.001185,1.002892472,0.987865476,1.018148
Age 0-10 All,0.001119,0.030512,1.001119926,0.943004804,1.062817,0.18104,0.278758,1.018268881,0.964126779,1.075451,0.001531,0.003567,1.019784426,0.932478973,1.115264,0.000211,0.003841,1.001372074,0.953551263,1.051591
Age 0-10 Female,-0.074682,0.041164,0.928038556,0.856104583,1.006017,-0.439163,0.390535,0.957034029,0.886511562,1.033167,0.000025,0.004755,1.000318419,0.887832917,1.127055,-0.011076,0.005237,0.930534162,0.870472128,0.99474
Age 0-10 Male,0.063828,0.038753,1.065909569,0.987946199,1.150025,0.634389,0.343265,1.065494373,0.99616632,1.139647,0.002965,0.004574,1.03867857,0.926076698,1.164972,0.0095,0.004854,1.06369636,0.99991198,1.13155
Age 11-60 All,0.020006,0.007437,1.020207672,1.005444228,1.035188,0.158792,0.068265,1.016005927,1.002502437,1.029691,0.000366,0.000886,1.004695168,0.982618796,1.027268,0.002809,0.000928,1.018427923,1.00646365,1.030534
Age 11-60 Female,0.029868,0.009251,1.030318898,1.011806222,1.04917,0.275138,0.084422,1.027895754,1.011027388,1.045046,0.000796,0.001105,1.010236081,0.982610703,1.038638,0.00387,0.001152,1.025474591,1.010534144,1.040636
Age 11-60 Male,0.002735,0.012104,1.002738606,0.97923062,1.026811,-0.050605,0.112252,0.994952266,0.973300923,1.017085,-0.000377,0.001433,0.995181555,0.960048891,1.0316,0.00094,0.001515,1.006127547,0.986893637,1.025736
Age 60+All,0.010728,0.012078,1.010785468,0.987138907,1.034998,-0.004406,0.111033,0.999559504,0.978041678,1.021551,0.001041,0.001423,1.013410105,0.977870595,1.050241,0.001254,0.001517,1.008186322,0.988886063,1.027863
Age 60+ Female,0.011648,0.015832,1.011716041,0.980804416,1.043602,0.094819,0.146236,1.009526949,0.981002379,1.038881,-0.000854,0.00187,0.989124458,0.943799067,1.036627,0.00081,0.001985,1.00528099,0.980181331,1.031023
Age 60+ Male,0.009781,0.018285,1.009828563,0.974278777,1.046676,-0.13027,0.167021,0.987057494,0.955268326,1.019905,0.003561,0.002147,1.046635328,0.991761346,1.104545,0.001885,0.002305,1.012329639,0.983040367,1.042492
All: LAG 8,0.007669,0.006387,1.007698921,0.995163518,1.020392,0.0767,0.059191,1.007699503,0.99607625,1.019458,0.000688,0.000754,1.008839766,0.989935002,1.028106,0.001085,0.0008,1.007077977,0.99686083,1.0174
Female,0.01314,0.007901,1.013226783,0.997656669,1.02904,0.074112,0.073119,1.007438715,0.993103693,1.021981,0.001213,0.000935,1.015648198,0.992110741,1.039744,0.001503,0.00099,1.009815643,0.997159417,1.022633
Male,-0.000835,0.010014,0.999165823,0.979746749,1.01897,0.08118,0.093038,1.008150996,0.989933425,1.026704,-0.000119,0.001179,0.998476402,0.969381483,1.028445,0.000435,0.001256,1.002833914,0.986916535,1.019008
Warm All,0.005701,0.006161,1.005717542,0.993645635,1.017936,0.16197,0.075805,1.016328898,1.001340069,1.031542,0.000425,0.000707,1.005459961,0.987784694,1.023452,0.000168,0.000868,1.001095395,0.990086517,1.012227
Warm Female,0.01068,0.007567,1.01073712,0.995857226,1.025839,0.150636,0.092845,1.015177658,0.996870847,1.033821,0.000537,0.000871,1.006893752,0.98513916,1.029129,0.000784,0.001066,1.005109116,0.991556682,1.018847
Warm Male,-0.002092,0.009535,0.99790978,0.979433919,1.016734,0.179,0.117714,1.018061145,0.994841407,1.041823,0.000248,0.00109,1.003184339,0.976132828,1.030986,-0.000801,0.001344,0.994806075,0.977914508,1.011989
Cold All,0.014437,0.00663,1.014541485,1.001443878,1.02781,0.040916,0.049322,1.004099963,0.994439995,1.013854,0.001072,0.000829,1.013819071,0.99295913,1.035117,0.001788,0.000736,1.011690483,1.002249183,1.021221
Cold Female,0.020863,0.008283,1.021081966,1.004639445,1.037794,0.044633,0.061548,1.004473269,0.992428608,1.016664,0.00202,0.001036,1.026190158,0.999850572,1.053224,0.002104,0.000919,1.013767568,1.001962747,1.025711
Cold Male,0.004644,0.010593,1.004654978,0.98401106,1.025732,0.036156,0.079055,1.003622154,0.988191056,1.019294,-0.000375,0.001321,0.99521002,0.962765868,1.028748,0.001314,0.001177,1.00857847,0.99357163,1.023812
Age 0-10 All,-0.017297,0.030649,0.982852098,0.925548024,1.043704,-0.077024,0.284013,0.992327164,0.93859705,1.049133,0.004167,0.003538,1.054785262,0.965188395,1.152699,0.001698,0.003904,1.011100183,0.962035592,1.062667
Age 0-10 Female,-0.086641,0.041514,0.917006599,0.845346897,0.994741,-0.738143,0.400673,0.928844197,0.858691002,1.004729,0.007933,0.004631,1.106875205,0.985463101,1.243246,-0.00904,0.005333,0.942935418,0.88100291,1.009222
Age 0-10 Male,0.039962,0.038874,1.040771453,0.964418133,1.12317,0.383936,0.348101,1.039140116,0.970606469,1.112513,0.000994,0.004616,1.012810952,0.902066211,1.137152,0.010308,0.004933,1.069299285,1.004162198,1.138662
Age 11-60 All,0.009001,0.007458,1.009041551,0.994399021,1.0239,0.084955,0.069124,1.00853168,0.994959835,1.022289,0.000399,0.000883,1.005122173,0.983105497,1.027632,0.001141,0.000932,1.00744244,0.995545847,1.019481
Age 11-60 Female,0.018871,0.009301,1.019049919,1.000640533,1.037798,0.130166,0.085982,1.013101693,0.996171519,1.03032,0.001075,0.001104,1.013856415,0.986170098,1.04232,0.002107,0.001163,1.013786899,0.998875807,1.028921
Age 11-60 Male,-0.00798,0.012066,0.992051528,0.968864956,1.015793,0.006902,0.112439,1.000690466,0.978878498,1.022988,-0.000747,0.001423,0.990481596,0.955748425,1.026477,-0.000502,0.001509,0.99674296,0.977765318,1.016089
Age 60+All,0.007637,0.012113,1.007666236,0.984024195,1.031876,0.074954,0.112404,1.007523573,0.985569337,1.029967,0.000959,0.001425,1.012353871,0.97680308,1.049199,0.000833,0.001525,1.005429112,0.986080613,1.025157
Age 60+ Female,0.007074,0.015939,1.007099028,0.976123992,1.039057,-0.011693,0.147733,0.998831431,0.970324279,1.028176,0.00076,0.001882,1.009779586,0.963218739,1.058591,0.000787,0.002004,1.005128866,0.979789969,1.031123
Age 60+ Male,0.008291,0.01823,1.008325604,0.972933137,1.045006,0.190612,0.169339,1.019244055,0.985970096,1.053641,0.001158,0.002135,1.01493733,0.962015976,1.07077,0.000895,0.0023,1.005832511,0.97678777,1.035741
All: LAG 9,0.006124,0.006419,1.006142293,0.993563503,1.01888,0.021888,0.059362,1.002191172,0.990598288,1.01392,0.000161,0.000757,1.002068199,0.983214862,1.021283,0.001156,0.000803,1.007542913,0.997290338,1.017901
Female,0.016375,0.007923,1.01650959,1.000845558,1.032419,0.037815,0.073465,1.003788644,0.989438542,1.018347,0.000558,0.000938,1.007170091,0.983736393,1.031162,0.002221,0.000991,1.014539166,1.001813539,1.027426
Male,-0.009919,0.010089,0.990130375,0.970743793,1.009904,-0.003104,0.092992,0.999689656,0.98163396,1.018077,-0.000442,0.001183,0.994356456,0.965279648,1.024309,-0.000501,0.001263,0.996747415,0.980839411,1.012913
Warm All,0.008043,0.006218,1.008075725,0.995864179,1.020437,0.067859,0.0768,1.006808951,0.991767226,1.022079,0.000495,0.000714,1.006357832,0.988492221,1.024546,0.001071,0.000871,1.006984452,0.995875388,1.018217
Warm Female,0.012384,0.007619,1.012460812,0.997453789,1.027694,0.069975,0.094192,1.007022009,0.988601226,1.025786,0.000896,0.000878,1.011528397,0.989501156,1.034046,0.001145,0.001065,1.007471541,0.993889445,1.021239
Warm Male,0.00136,0.009641,1.001360841,0.982615685,1.020464,0.06409,0.118666,1.006429609,0.98329166,1.030112,-0.000103,0.001101,0.998681189,0.97146358,1.026661,0.000985,0.001354,1.006421346,0.989212593,1.023929
Cold All,0.006835,0.006669,1.006858479,0.993784131,1.020105,0.002198,0.049442,1.000219837,0.990573826,1.00996,-0.000234,0.000833,0.997008156,0.97637881,1.018073,0.001169,0.000742,1.007626788,0.998142096,1.017202
Cold Female,0.023574,0.008296,1.023854304,1.007341816,1.040637,0.028683,0.061794,1.002872438,0.990799366,1.015093,-0.000159,0.001043,0.997970916,0.972195144,1.02443,0.003055,0.000924,1.020055628,1.008118543,1.032134
Cold Male,-0.019448,0.010671,0.980740128,0.960441114,1.001468,-0.038864,0.078807,0.996121189,0.980853217,1.011627,-0.000341,0.001323,0.995646913,0.963143921,1.029247,-0.001776,0.001187,0.988519382,0.973679618,1.003585
Age 0-10 All,0.03248,0.03105,1.033012923,0.972021382,1.097832,0.466179,0.28096,1.04772157,0.991585258,1.107036,0.001739,0.003649,1.022505957,0.933061881,1.120524,0.004898,0.003914,1.032348709,0.982134038,1.085131
Age 0-10 Female,0.000227,0.041878,1.000227211,0.921405881,1.085791,0.183903,0.393146,1.018560453,0.943021471,1.10015,0.004236,0.004838,1.055723679,0.935059494,1.191959,-0.0012,0.005292,0.992232676,0.927545401,1.061431
Age 0-10 Male,0.060497,0.039512,1.062364867,0.983196148,1.147908,0.657866,0.347566,1.067998786,0.997666362,1.143289,-0.000186,0.004711,0.997628011,0.886431059,1.122774,0.010086,0.004973,1.06775837,1.002210884,1.137593
Age 11-60 All,0.003955,0.007494,1.003962708,0.989323737,1.018818,-0.028726,0.069464,0.997131561,0.983647734,1.0108,0.000013,0.000885,1.000163423,0.978189616,1.022631,0.000376,0.000938,1.002444517,0.990533997,1.014498
Age 11-60 Female,0.018228,0.00931,1.018394958,0.999979661,1.037149,0.031894,0.086247,1.003194517,0.986378542,1.020297,0.000553,0.001107,1.007101157,0.979517135,1.035462,0.002124,0.001164,1.013903944,0.998974191,1.029057
Age 11-60 Male,-0.020882,0.012195,0.979334793,0.956204114,1.003025,-0.134427,0.113207,0.98664723,0.964996086,1.008784,-0.000904,0.001427,0.988491779,0.953735733,1.024514,-0.002655,0.00153,0.982890142,0.963915591,1.002238
Age 60+All,0.008204,0.012154,1.008237852,0.984503143,1.032545,0.093583,0.112322,1.009402228,0.987422974,1.031871,0.000325,0.001427,1.004163971,0.968847269,1.040768,0.002756,0.001515,1.018074174,0.998611954,1.037916
Age 60+ Female,0.012352,0.016025,1.012429006,0.981124252,1.044733,0.038637,0.148862,1.003871209,0.975004446,1.033593,0.000157,0.001879,1.002011745,0.95586127,1.05039,0.002913,0.002001,1.019111635,0.993464015,1.045421
Age 60+ Male,0.002434,0.018242,1.00243657,0.967227918,1.038927,0.160814,0.167481,1.016211442,0.983394522,1.050123,0.000487,0.002144,1.006258613,0.953555548,1.061875,0.002548,0.00227,1.016698602,0.987714104,1.046534
All: LAG 10,0.004541,0.006465,1.004551753,0.991902134,1.017363,0.072703,0.059713,1.007296791,0.995576455,1.019155,0.000238,0.000762,1.003046883,0.984048394,1.022412,0.000405,0.000806,1.002638884,0.992390417,1.012993
Female,0.011588,0.007979,1.011655808,0.995957024,1.027602,0.099014,0.073745,1.009950537,0.995457719,1.024654,0.000339,0.000943,1.004343409,0.980855128,1.028394,0.001636,0.000994,1.010689785,0.997975261,1.023566
Male,-0.006436,0.010164,0.993584806,0.973986545,1.013577,0.032236,0.093797,1.003228763,0.984953769,1.021843,0.000073,0.001193,1.000932171,0.971408516,1.031353,-0.001519,0.001271,0.990176602,0.9742745,1.006338
Warm All,0.001824,0.006287,1.001826011,0.989557246,1.014247,0.10693,0.078044,1.010750339,0.995406885,1.02633,0.000369,0.00072,1.004734022,0.986752607,1.023043,-0.000285,0.00088,0.998150943,0.987028187,1.009399
Warm Female,0.006844,0.007686,1.006867426,0.991813321,1.02215,0.091505,0.095138,1.009192487,0.990548426,1.028187,-0.000218,0.000884,0.997207892,0.975337986,1.019568,0.000943,0.001071,1.006145729,0.992514559,1.019964
Warm Male,-0.006056,0.009784,0.993962501,0.975084195,1.013206,0.130616,0.121842,1.013147225,0.989238877,1.037633,0.001282,0.001112,1.016540852,0.988572008,1.045301,-0.002258,0.001378,0.9854299,0.96827592,1.002888
Cold All,0.008874,0.006701,1.008913326,0.995748123,1.022253,0.062726,0.049663,1.0062923,0.996544592,1.016135,-0.000127,0.000838,0.998370495,0.977598815,1.019584,0.000935,0.000743,1.006096779,0.996614626,1.015669
Cold Female,0.018736,0.00835,1.018912567,1.002373362,1.035725,0.110134,0.06198,1.011074256,0.998865923,1.023432,0.00074,0.001045,1.009523148,0.983402096,1.036338,0.002231,0.000927,1.014608583,1.002700661,1.026658
Cold Male,-0.006513,0.010669,0.993508391,0.972948287,1.014503,-0.010127,0.078999,0.998987854,0.983638779,1.014576,-0.001497,0.001333,0.981024119,0.948769189,1.014376,-0.001064,0.001182,0.993109436,0.978266469,1.008178
Age 0-10 All,0.031142,0.030994,1.031631872,0.970827872,1.096244,0.292698,0.283825,1.02970234,0.973984403,1.088608,-0.000767,0.003676,0.990228668,0.902984528,1.085902,0.003487,0.003895,1.022922971,0.973404891,1.07496
Age 0-10 Female,-0.052553,0.041926,0.948804479,0.87395327,1.030066,0.192287,0.400095,1.019414752,0.942527812,1.102574,-0.002621,0.00491,0.967009639,0.854936748,1.093774,-0.003901,0.005334,0.974962124,0.91090848,1.04352
Age 0-10 Male,0.100323,0.039304,1.105528355,1.023561524,1.194059,0.370796,0.348674,1.037775666,0.969223016,1.111177,0.000529,0.004706,1.006799557,0.894680466,1.132969,0.009516,0.004891,1.063806485,0.999538215,1.132207
Age 11-60 All,0.005149,0.007556,1.00516248,0.990385544,1.02016,0.066777,0.069839,1.006700085,0.993013729,1.020575,0.000135,0.000892,1.001729109,0.979552271,1.024408,0.000187,0.000942,1.00121598,0.989269682,1.013307
Age 11-60 Female,0.019296,0.009375,1.019483355,1.000920443,1.038391,0.150811,0.086407,1.015195359,0.998146952,1.032535,0.000526,0.001113,1.006761484,0.97903094,1.035277,0.002041,0.001167,1.013354746,0.998403022,1.02853
Age 11-60 Male,-0.019542,0.012317,0.980647903,0.957257189,1.00461,-0.081638,0.114336,0.991869483,0.969889021,1.014348,-0.000529,0.001442,0.993257379,0.957976206,1.029838,-0.003055,0.001542,0.980335851,0.961270278,0.99978
Age 60+All,-0.000845,0.012238,0.999155355,0.975474467,1.023411,0.057231,0.113255,1.005739512,0.983660127,1.028314,0.00062,0.001435,1.007971085,0.972332265,1.044916,0.000576,0.001526,1.003752547,0.984420676,1.023464
Age 60+ Female,-0.004858,0.016132,0.995154234,0.964181141,1.027122,-0.07394,0.150028,0.992633232,0.963869378,1.022255,0.000007,0.001884,1.000091376,0.953924279,1.048493,0.001031,0.00201,1.006724365,0.981270859,1.032838
Age 60+ Male,0.003716,0.018332,1.003722523,0.968298781,1.040442,0.223594,0.16868,1.022611224,0.989355239,1.056985,0.001288,0.002161,1.01661765,0.962980238,1.073243,-0.000045,0.002289,0.999707515,0.970970626,1.029295
All: LAG 11,-0.002115,0.006485,0.997887641,0.985283437,1.010653,0.029411,0.060536,1.002945423,0.991115795,1.014916,-0.00108,0.000757,0.986266852,0.967705465,1.005184,-0.000141,0.000811,0.999083206,0.988817962,1.009455
Female,0.001645,0.00802,1.001646147,0.986024276,1.017516,0.038342,0.074577,1.003841517,0.989274991,1.018623,-0.00059,0.000938,0.992476247,0.969387875,1.016115,0.000656,0.001001,1.004273161,0.991553235,1.017156
Male,-0.008107,0.010167,0.991925446,0.97235456,1.01189,0.014686,0.095421,1.001469673,0.982913721,1.020376,-0.001842,0.001184,0.976698542,0.948108518,1.006151,-0.001411,0.001275,0.99086949,0.974909434,1.007091
Warm All,-0.00322,0.006259,0.996784758,0.98463136,1.009088,0.09994,0.078691,1.010044152,0.994585261,1.025743,-0.001529,0.000708,0.980618491,0.963344665,0.998202,-0.000147,0.00088,0.99904761,0.987903675,1.010317
Warm Female,-0.00238,0.007662,0.997622445,0.982752169,1.012718,-0.010564,0.095817,0.998944174,0.980358874,1.017882,-0.00094,0.000872,0.98804043,0.966662819,1.009891,0.000554,0.001073,1.003606021,0.989978374,1.017421
Warm Male,-0.004741,0.009721,0.995270339,0.97648631,1.014416,0.275502,0.123062,1.027933265,1.003436005,1.053029,-0.00244,0.001092,0.969256437,0.943062298,0.996178,-0.001331,0.001377,0.991388375,0.974145688,1.008936
Cold All,0.000553,0.006784,1.000553644,0.987336767,1.013947,0.003499,0.050522,1.000349965,0.990493079,1.010305,-0.000591,0.000842,0.99246727,0.97171144,1.013666,-0.000182,0.000751,0.998819426,0.989313955,1.008416
Cold Female,0.009489,0.008482,1.009534114,0.992889519,1.026458,0.065872,0.062809,1.006608946,0.994293002,1.019077,-0.000274,0.001051,0.996502483,0.970562014,1.023136,0.000692,0.000938,1.004511219,0.992578615,1.016587
Cold Male,-0.013298,0.010724,0.986789791,0.966264766,1.007751,-0.095439,0.080573,0.990501536,0.974982112,1.006268,-0.001059,0.001336,0.986537382,0.954026408,1.020156,-0.001533,0.001187,0.990082716,0.975219458,1.005173
Age 0-10 All,0.02416,0.03124,1.024454597,0.963607726,1.089144,0.382879,0.287141,1.039030337,0.982169236,1.099183,-0.003748,0.003622,0.953160969,0.870369248,1.043828,0.003117,0.003966,1.020469326,0.970193939,1.07335
Age 0-10 Female,-0.02408,0.041651,0.97620804,0.899680253,1.059245,0.283135,0.395579,1.028718127,0.951971679,1.111652,-0.0028,0.004783,0.964799773,0.855711054,1.087795,-0.000091,0.005343,0.999410249,0.9336488,1.069804
Age 0-10 Male,0.067177,0.039993,1.069484568,0.988853791,1.15669,0.473066,0.358579,1.048443371,0.977286932,1.124781,-0.004304,0.004674,0.946397512,0.841677527,1.064147,0.006128,0.005035,1.040636122,0.97598367,1.109571
Age 11-60 All,-0.000818,0.007591,0.999181875,0.984426395,1.014159,0.027213,0.070917,1.002724977,0.98888384,1.01676,-0.000934,0.000887,0.988122284,0.966380781,1.010353,-0.000203,0.000947,0.998681802,0.986701696,1.010807
Age 11-60 Female,0.009051,0.009442,1.009092212,0.990589184,1.027941,0.122472,0.087611,1.012322551,0.995087648,1.029856,-0.000632,0.001109,0.991941752,0.964731405,1.01992,0.000981,0.001175,1.006396647,0.991447724,1.021571
Age 11-60 Male,-0.018015,0.012327,0.982146369,0.958701723,1.006164,-0.143609,0.116486,0.985741755,0.963491081,1.008506,-0.001434,0.001428,0.981817195,0.947258188,1.017637,-0.002299,0.001547,0.985169124,0.96594599,1.004775
Age 60+All,-0.009299,0.012228,0.990744077,0.967281478,1.014776,-0.014743,0.114377,0.998526775,0.976390899,1.021164,-0.00113,0.001428,0.985634121,0.950945939,1.021588,-0.000425,0.001532,0.997242843,0.977967819,1.016898
Age 60+ Female,-0.01765,0.016165,0.982504525,0.951862833,1.014133,-0.247414,0.15147,0.975562179,0.947025327,1.004959,-0.000197,0.001875,0.997479266,0.951643948,1.045522,-0.000202,0.002028,0.998689285,0.973211417,1.024834
Age 60+ Male,0.000901,0.018279,1.000900962,0.965677473,1.037409,0.279998,0.170672,1.028395448,0.994562854,1.063379,-0.002394,0.002154,0.96981813,0.918796597,1.023673,-0.000728,0.002285,0.995281373,0.966719585,1.024687
All: LAG 12,0.000981,0.006456,1.000981701,0.988394397,1.013729,-0.00047,0.060444,0.999953039,0.98817646,1.01187,-0.000297,0.000754,0.99620401,0.977536404,1.015228,-0.000254,0.000806,0.998350692,0.988148856,1.008658
